Subject,Content
기획/감사/교육/정보화/마을공동체,서울시 마을학교 너무 좋은 사업인 것 같은데 당장 다음달 이후에는 사업비와 인건비를 못 쓴다고 들었습니다. 중간에 사업이 중단되면 너무 아쉬울 것 같습니다. 시장님 관심이 필요해요!
문화/관광/체육/디자인,@wonsoonpark중앙마라톤을 비롯한 무분별한 행사 개최로 다른 시민들이 일방적으로 불편을 감내해야 하는 일이 없었으면 합니다.
복지/어르신/장애인,경로당으로 구청에 허가를 내어 경로당 일부를 불법임대하고 있습니다. 구청에서 3차 불법임대시정 경고통보를 하였으나 여전히 시정되고 있지 않습니다. 이럴 경우 구청에서 할 수 있는 최종 행정조치는 무엇이 있습니까?
안전/소방/민방위,안녕하세요. 한강공원 망원지구에서 성산대교 야경 사진 촬영을 하고자 하는데요.11월 7일(토요일) 기준 경관조명의 점등/소등 시간을 알고 싶습니다.
교통,"최근 '자전거 우선도로 운영구간"" 입간판을 봤는데이것이 무슨 내용인지 알수가 없네요자전거 우선 구간 이면 자전거와 차량이 접촉사고가 나면 자동차가 모든 책임을 진다는건가요?그러면 법을 봐꿔야 할것 같은데 법을 바꿨다는 안내가 없는것으로 보아 법을 바꾸진 않은것 같은데자전거 우선 도로에서 자전거 타다가 차량과 사고가 발생하면 서울시장이 해결해주는건지 그냥 사고나면 알아서 해야 하는지 알려주세요그리고 '우측 끝 차로는 자전거 통행가능' 이라고 쓰여있던데 그건 진작에 그렇게 되어있던거 아닌가요?뭐가 바뀐건가요"
건강/식품위생,종로구 부암동 백사실계곡에는 아마도 해충을 방제하기 위한 것으로 생각되는 끈끈이 필름을 사진과 같이 나무에 둘러싸놓았습니다. 그런데 여기에 파리 등 해충은 물론 벌과 같은 유익한 곤충도 붙어 죽어 있습니다. 여러 보도에서 벌이 사라지고 있어 과수 농가와 생태계에 미치는 부정적인 영향 매우 크다고 들었습니다. 정부기관에서 끈끈이 필름을 나무에 둘러 해충을 막고자 하는 의도는 이해하겠지만 그 부작용으로 벌도 함께 죽게 하는 것은 잘못된 조치라고 생각됩니다. 당장 다른 방법으로 대체해 주시기 바랍니다.
문화/관광/체육/디자인,"안녕하세요. 저는 송파구 ○○동에 거주중인 서울시민입니다.다름이 아니라 생활체육공원의 본질로 수많은 생활체육인들이 찾는 잠실종합운동장에 농구코트 하나가 없다는 것에 민원을 올리게 되었습니다.유료회원제 생활체육을 비롯하여 풋살장, 게이트볼장 등 점점 발전해 가는 모습이 너무 보기 좋은데 많은 활동인이 있고 사람들이 즐겨하는 대중 생활 체육인 농구를 할 수있는 곳이 없다는 것은 말이 안되는 것 같습니다.주변 거주 청소년을 비롯하여 농구를 하고 싶어하는 시민이 많은데 잠실 거주자 중 농구를 하려면 한강이나 올림픽공원 뚝섬 등 까지 이동을 해야만 가능합니다.비용이 많이 발생하는 실내체육관을 바라지도 않습니다. 우레탄 야외 코트로 정상적인 코트만 만들어 주십시오. 코트를 만들 장소는 충분하다고 생각합니다.분명 코트가 만들어지면 많은 사람들이 찾는 장소가 될 것이라고 생각합니다.부탁 드립니다. 부디 잠실에도 농구를 할 수 있는 공공장소가 생겼으면 좋겠습니다."
안전/소방/민방위,안녕하세요 박원순 서울시장님 이번 터널 화제 사고 에 대한 기사를 읽고 소방관님들의 큰 재해를 막아주신것에 대하여 감사하고 있습니다.하지만 이번에 소방관님들에 대한 인력부족에 대한 기사를 읽으니 혹시나 해서 그런데 은퇴 혹은 정년퇴직을 하신분들이 감독하에 가시는 방안도 어떨지 해서 이렇게 질문을 드립니다 . 시장님 언제나 건강하시거요 언제나 응원하겠습니다.
환경/공원/상수도,"여의도 주민들과 여의도를 찾는 많은 시민들이 자연 친화적인 샛강 공원을 많이 걷습니다.그러나 샛강의 물이 전혀 흐르지를 않아 샛강의 물이 썩고 샛강에 퇴적물이 쌓여 악취를 풍기고 있어 샛강 공원을 걷는 모든 주민들에게 큰 불편을 주고 있습니다.이 썩은 샛강에 큰 새들이 와서 먹이를 찾고 있어 더욱 안타까운 광경입니다.샛강에는 여의도 지하도에서 나오는 다량의 깨끗한 지하수가 유입되고 있습니다.이 지하수가 유입되는 연못은 물이 거의 고여 있지만 물 썪는 냄새는 나지 않습니다.한강 본류의 물이 샛강에 유입되고 하고 샛강으로 유입되는 지하수 물을 이용하여 샛강을 살립시다.샛강의 물이 흐르도록 샛강의 구조를 조금만 연구하여 바꾸면 지금의 썩은 샛강에서 깨긋한 물이 흐르고 많은 새들이 찾아 오는 아름다운 샛강을 만들수 있습니다.샛강을 살리는, 샛강을 사랑하는 모임을 만들어 샛강을 어떻게 살릴것인가를 연구, 검토할것을 제의합니다."
교통,"저희 아이는 현재 ○○은행 체크카드에 선불형 교통카드 기능이 탑재된 pop 카드를 사용하고 있습니다.체크카드를 분실하면 은행에 요청하여 사용정지를 할 수 있습니다.그러나, 교통카드기능을 정지할 수는 없습니다.분실하면 잔액도 이동할 수 없습니다.이 문제는 불합리하다고 생각합니다.잔액을 이동할 수 있게 해 주어야 한다고 생각합니다.현재 청소년은 선불형 교통카드만을 사용할 수 있습니다.후불형으로 바꿀 수 없다면 분실했을 때 잔액을 이동할 수 있도록 대책을마련해 주어야 한다고 생각합니다.교통카드를 사용하려면 pop홈페이지에 청소년임을 등록하고 카드번호도 등록하는데그 정보를 활용하여 실물카드가 없어도 다른카드에 잔액을 이동할 수 있는 방법을강구해 주시기를 부탁드립니다.교통카드 회사에서는 손해 보는 부분이 전혀 없겠지만 사용자 입장에서는매우 큰 손실입니다.청소년 할인을 받아도 분실해도 잔액을 이동하지 못하여 발생하는 부분이 더 큽니다.이 문제에 대해 적극적인 대책을 세워주시기 바랍니다."
교통,"9호선 철도 출입구쪽 화면에 노선도를 영어로도 띄워주시면 좋겠습니다. 9호선은 사람이 많아 입구에서 머무르기 일쑤고, 영어가 표기된 노선도가 보이질 않는데요. 방금도 급행을 잘못탄 외국인이 동작에서 이거 신반포가냐고 묻더군요.."
여성/보육/아동 청소년,안녕하세요지금 만 ○○개월 아이를 키우는 아빠입니다.아시다시피 이번에 어린이집 원장 및 보육교사 처우때문에 어린이집 연합에서들고 일어났습니다.현재 저출산으로 걱정되고 이 부분에서 많은 지원이 있는 것으로 알고 있는데요~가장 기본인 어린이집 처우가 이렇게 열악하다면 어떻게 많은 아이를 낳아서 기를 수 있는지 묻고 싶습니다.가장 기본이 되는 영아 유아 초등 부분은 기본적인 지원에서는 아낌이 없어야 하지 않을까요?어린이집과 유치원의 환경또한 많이 다른데 왜 그런지 묻고 싶습니다.
문화/관광/체육/디자인,주말에 역사박물관을 답사하는 아이들은 11시 설명밖에 없어서 다양한 해설을 들을수가 없네요지방에 있는 아이들은 주말밖에 시간이 없습니다.주말에도 해설자를 많이 섭외해서(자원봉사자라도) 주말에도 유익한 해설을 들을 수 있도록 환경을 만들어주세요정말 역사에 대해 깊은 조예가 있으시다면 제가 하는 말이 무슨말인지 이해하시겠지요?부탁드립니다.
환경/공원/상수도,"시장님.걷는 도시 서울을 만들기 위해 서울역 고가도 공원화 하신다면서걷기 너무 좋았던 청계천은 왜 이리 방치를 하시는지요..천가 나무들이 울창해서 예전에 갔을때보다 도보길이 반으로 줄었더라구요.쾌적함은 커녕 으시시하기까지 한데 세상에 엄청 큰 쥐가 지나가는 것을 봤습니다.요즘 쥐를 보기란 쉽지 않은 일인데 한마리 눈에 띄었으니 얼마나 많은 쥐들이 아래쪽 나무들 사이에 우글거리고 있을까요.. 생각만해도 끔찍합니다..광장시장부터 시청쪽으로 계속 걸어오면서 많은 외국인들도 보고 어린이들도 봤는데그 곳에 쥐가 우글거린다고 생각하니 부끄럽고 민망해서 청계천이 왜 이렇게 됐을까 원망이 됐습니다.새로운 곳을 만드는 것도 좋지만 기존의 것도 지켜주고 활성화시켜주셔야 하지 않을까요?근처 광장시장 등 재래시장의 활성화도 청계천 걷는 길이 한몫했다고 생각하는데 지금 처럼 청계천을 정비하지 않고 두신다면 곧 우범지대로 변할까봐 걱정이 됩니다.예전처럼 여러사람이 지나가도 어깨 부딪히지 않고 여유롭게 지나갈 수 있고, 쾌적해서 몇 시간이고 사색하며 걸을 수 있는 청계천 길을 만들어 주세요.우선 마구잡이로 자라난 나무와 풀부터 정리를 좀 해주시지요..쥐가 다닙니다.. 커다란 쥐가.."
교통,시장님 신도림 지하철 역사내 잠시 쉬면서 기다릴 의자가 한개도 없네요.어떤 어머님시 힘에 겨워 잠시 두리번 거리다 그냥 한적한 곳에 주저 앉은 모습에 가슴 아팟습니다.배려가 있었으면 합니다.
건설,겸재교를 건설하면서 중랑천변의 자전거길을 막아서 임시차량 통행로를 냇는데지금은 겸재교 건설이 완공 됏는데도 아직 임시 도로는 원상 복구가 안돼서자전거 통행에 위험 합니다.교량 건설 회사가 하던가 서울시가 하던가 조속히시행 해 주시면 감사 하겟습니다
환경/공원/상수도,항상 서울 시민을 위해 힘써 주시는 서울시 공무원 여러분의 노고에 감사드립니다.다름이 아니라..일전에 서울 광진구의 어린이대공원에 가족 나들이를 갔었습니다.아이와 함께 즐겁게 놀고 왔는데..저녁에 아이 엉덩이와 허리가 아프다고 하더군요..그래서 10월 ○일 서울시 시설 공단에 확인 민원을 요청드렸습니다만.. 해결 의지 보다는문제가 없다는 관료적이고 사무적인 답변을 받았습니다.이상하다 해서 생각해보니 놀이터의 미끄럼틀이 조금 잘못된구조로 된것이 아닌가 생각이 들어 다시 찾아 영상을 담아 보았습니다.분명 첨부된 영상을 확인해 보시면 미끄럼틀을 이용하는 아이들의 행동이 어딘가 모르게 부자연 스럽지 않습니까?영상의 아이들은 저도 모르는 아이들이고 하나같이 내려오는 속도도 빠를 뿐더러 내려오고나서 엉덩이를 움켜줘며 아파합니다.저 부분이 아무 문제가 없는 부분일까요??해당 시설을 사용 중지 해 주시고 .. 보다 확실한 안전 점검이 된 이후에 이용하도록 하는게 옳지 않을까 싶네요답변주신 담당자 분이 한번 직접 눈으로 확인 해보셨긴 했는지 궁금합니다..직접 발로 뛰는 확인이 박원순 시장님의 그간 보여주신 행보가 아닌지요??단지 한국건설생활환경시험 연구원에서 정기검사를 받았기 때문에 아이가 아파해도 아이 탓이고혹여나 아파하는 아이들은 안타면 되니까 아무 문제 될것이 없다는 답변인가요??당연히 눈으로 확인 후 답변을 주셨을것이라 생각하고 처리 답변을 받아 보고는 황당한 마음에서울시로 민원을 올리게 되었습니다.제발.. 부디.. 우리 아이들이 이용하는 시설에 관료적인 잣대 보다는 따뜻한 배려와 관심으로 대해 주실 수 없는지부모로서 서울 시민으로서 아쉬운 마음과 답답함에 민원을 올려 봅니다.조속한 처리 보다는.. 확실하고 정확하고 보다 안전하고 모두가 행복한 처리 결과를 원합니다..
환경/공원/상수도,"안녕하세요.저는 강서구 우장근린공원근처에 거주하는 주민입니다.이곳은 동네 주민들이 이용하는 조그마한 공원으로 저도 자주 이용하고 있습니다만,평소에 매우 불편함을 느낀점이 공원도보로 이용해야하는 도보길 중간에 축구장 상부주차장이 위치해 있고 차량이 수시로 지나다녀 쾌적한공원환경을 저해할뿐아니라 아기를 태운 유모차를 이용하기에 너무나 불편하고 안전사고에 취약합니다.이점에 대해서 강서구청에 건의했으나 우장근린공원 내 차량 통행구간은 국궁장 입구~한국폴리텍대학(서울강서캠퍼스)으로 매일 18:00∼07:30까지는 시간제보행자거리로, 매주 토05:00∼일20:00까지는 차없는 산책로로 지정·운영하고 있다고 합니다.하지만 공원을 이용하는 주민들은 공원을 수시로 항상 이용하고 있기때문에 시간제로 차량이동을 제한하는건 충분치 않습니다. 폴리텍대학이용자들을 위해서는 대학정문에서 곧바로 이어지는 출구가 있기때문에 굳이 국궁장 입구에서 차량이 출입할 필요가 없습니다. 그리하여 저는 국궁장입구에서부터 차량진입금지봉 설치를 통한 차량통행을 원천적으로 차단해야한다고 주장합니다.또한 축구장 상부 주차장은 특히 공원이용환경을 저해하고 보행자및 어린이 안전사고 발생우려가 많은게 사실이므로 즉시 폐쇄해야한다고 주장합니다.이점에 대해서 서울시의 적극적인 도움을 요청하는 바입니다."
기획/감사/교육/정보화/마을공동체,"평소 시민 불편사항을 해결 해 주시는데 대해 감사드립니다. 다름이 아니라 최근 콜센터연결시 대기시간이 상당히 길어졌음을 느끼고 있습니다. 각 관할구청에 민원이 있어 구청 대표전화로 연결을 하면 다산콜센터로 넘어 간 후 대기시간이 너무 깁니다. 구청 전화번호로 연결시 다산콜센터로 넘기지 말고 직접 구청에서 민원응대 해 주시기를 바랍니다. 구청직원 들이 민원응대할 시간이 없는 것인지 모르겠으나, 시민또한 시간이 없음을 양지 해주시고 다산콜센터 대기시간을 줄여 주시기 바랍니다."
교통,"시정에 수고가 많으십니다.국토교통부안에 따르면 위례신사선이 가락시장과 학여울역을 경유하는 노선으로 계획된 것으로 알고 있습니다.민자사업 특성상 거주인구가 많은 일원1동 삼성병원과 개포2동 대모산역을 경유한다면 이용객이 많아 사업성이 보다 높아질 수 있다고 생각합니다.일원1동 삼성병원역이 설치된다면 지방이나 위례 신도시는 물론 대형병원이 부족한 성남시민과 강북시민까지도 이용할 수 있게 되므로 대민 친화적인 정책으로 평가받을 수 있고, 하수처리장과 소각장으로 인한 직접적인 피해를 받은 지역 주민들에게 보상이 될 것이라고 생각됩니다.또한 향후 개포 재건축 (저층 1/2/3/4단지 및 개포시영아파트, 고층 5/6/7/8/9단지)에 따른 인구유입에 따라 삼성로와 영동대로 체증이 불가피할 것으로 보여지므로 대모산역이 신설되면 이에 대한 해결책이 될 수 있다고 봅니다.교통체계상으로도 현재 분당선을 이용하여 삼성역으로 가려면 대모산역개포동역구룡역도곡역한티역선릉역(환승)삼성역 6정거장만에 갈 수 있으나, 대모산환승역이 신설되면 학여울역만 통과하면 되므로 시간 절약 및 분당선 객차 쾌적성도 개선되리라 확신합니다.국토교통부 계획안은 나왔으나, 아직 민자사업자도 결정이 안되었으니 타당성만 있다면 충분히 반영될 수 있다고 봅니다.부디 효율성이 상대적으로 떨어지는 노선 대신 삼성병원역, 대모산역 신설에 대해 공청회,강남구와 협의 등 적극 검토해 주시어 살기좋은 서울을 만들어 주시기 바랍니다.감사합니다."
환경/공원/상수도,"2015.10.○○ ○인 가족을 이끌고 주말 캠프장을 찾은 서울시 ○○구 거주하는 ○○○입니다. 1시경 과천에 도착하여 본인은 이미 많은 차량의 경마장 주위의 트래픽을 뚫고 서울대공원 주장장으로 진입했습니다. 자연캠프장의 홈페이지 안내에 따라 국립현대미술관 주차장으로 가는길을 무작정 진입을 했습니다.1시에 진입해서 2시까지 꼼짝없이 1차선도로에서 서있는 상황이 벌어졌고 1시간을 서있음에도 불구하고 앞으로 주차장까지 진입은 2km가 넘은 상태였습니다.물론 가족들이 없고 캠핑계획에 기대를 하지 않았다면 벌써 돌아가도 돌아갈 주차 전쟁이 였습니다.문제는 여기에 크게 있습니다.착하게 기다리는 시민들은 그냥 둡니까? 주차전쟁에 만정을 떼고 돌아가서 다신 안온다 해도 영업에는 지장이 없습니까?주말 주차장 가는길이 그토록 막히는것은 오늘일이 아닌듯한데 물리적으로 개선이 안된다면 다른 방법이라도 모색해보려하는 공무원들의 시민에 대한 최소한의 예의가 아니겠습니까?저는 서울대공원 자연캠프장 담당부서에 전화를 했습니다.처음에 전화응대를 하시는 ○○분은 저의 항의를 대꾸없이 듣고만 계셨고 저는 전화가 연결이 안된듯하여 여보세요를 반복했고 그제서야 '기다리세요,담당자 바꿔드릴께요'합니다.제가 세일즈 전화를 걸었습니까? 항의에 대한 상황을 들어보려 하지도 않고 대꾸도 안합니다. 그자리 왜 앉아계십니까? 어찌할 방도를 몰라 전화하는 방문시민에게 일언반구의 대꾸도 않고 책임자를 바꾸는 그 행동은 어찌 해석해야 합니까?책임자의 직함이 아니면 일안합니까?그리고 책임자 ○○○님이 전화를 이어받아 제 항의를 듣습니다. 11시까지는 괜찮았습니다. 다른 방법이 없습니다' 라는 답변이 돌아왔습니다. 다른방법은 찾아나 보셨습니까? 2시간씩 길에서 가족들과 서있는 매주 많은 시민들의 생각에 책상의자에 느긋이 앉아계실수 있습니까?효율적인 방법을 찾기 까지 직원들의 안내 또는 입구 초입에서 부터 진입제한을 둘수 있습니다. 홈페이지에 게재 했고 입구 현광판에 게시했다고 합니다. 어디 어떻게 게시 하셨나요? 누구나 이곳으로 진입하면 3시간은 넘는 시간을 기다리는것을 알아보게끔 제한을 하셨나요? 인폼을 제대로 주기는 하셨나요?인력이 부족하다는 말씀도 하셨습니다. 인력이 충분해야 기본응대도 가능한 겁니까?칭송할만한 인성은 아니더라도 이웃의 불편을 보면 도와주고 싶은 것이 인지상정일터인데 조직이라는 시스템안 에서 조금의 노력만으로도 우리이웃을 조금 더 편리하고 조금더 행복하게 할수 있다면의 생각은 못해 보시는지요?불편을 감수하고 입밖에 내지 않는 시민들은 돌아오지 않습니다. 에버랜드와 서울대공원이 영원히 다를수 밖에 없는것은 부끄럽지않은지요? 시민을 위한 서울시 서울대공원에서 복지는 직원들만 받고계시나요?내부고객인 직원들 부터 시민을 위해 반성하고 싶은 생각은 없으신지요?"
교통,서울시민들 세금으로 강남역 택시 3천원씩 지급하는 정책 당장 중지해주세요. 무슨 일을 그런식으로 하는겁니까. 당장 그만두세요.
교통,전농답십리 뉴타운으로 신규 인구 유입이 증가하고 있으면 향후 1만 세대 이상 거주하게 됩니다.그러나 전농초등학교와 중학교 인근에서 경희대와 외대 방면으로 가려면 너무 불편합니다. 또한 반대 방향으로 마찬가지입니다.버스를 타고 환승을 하면 강남가는 것 보다 더 멀게 느껴집니다.왜 대중교통을 개선하지 않는지요?운행하는 버스가 없어 택시를 타야 하고 자가용을 굴려야 합니다.같은 동대문지역인데도 마치 다른 지자체인것 처럼 소통이 전혀 안되는 지역입니다.수요가 없어서 개선을 못 하는 건지요?이에 대한 의견을 주시기 바랍니다.
교통,"성수대교 북단 자전거길이 있습니다.중랑천에 자전거 전용 다리를 설치해 주셔서 잘 이용하고 있습니다.교량의 상판은 나무로 시공이 되어있죠그런데 여기 차량이 지나다니네요 ????지나가면서 물어보니 행사차량이라 어쩔수 없다는 말만 반복합니다.자전거 길은 차량으로 막아놓고 진행요원들은 앉아 노닥거리고,나무상판의 다리에행사차량이라고 차량을 통행시킨다.참여 인원은 전혀 보이지 아니하고시장님 이것이 정상은 아니겠죠??"
기획/감사/교육/정보화/마을공동체,"수고가 많으십니다.1. 금호 풋살 경기장을 홈페이지 예약 안내에 따라서 ○○일(○요일)자로 예약을 하고자 7일전 ○○일 ○시인 ○○일 0시에 접속을 하였으나 어찌된 영문인지 예약 시스템이 아직 안열렸더라구요. 그래서 ○○일 ○○시 ○○분에 재접속했는데, 그때도 열려 있지가 않았습니다.2. 동일 ○시 ○○분에 재접속한 결과, 이번에는 예약이 이미 모두 차버렸습니다.본건과 관련해서 제 민원내용입니다.1. 예약 시스템은 자동으로 가동이 되는 것인지요?2. 자동으로 가동이 되는거라면, 몇시로 세팅이 되어 있는지요?3. 자동으로 시간이 세팅이 되어 있다면, 제 개인적인 생각으로는 세팅된 시간을 외부인에게 알려준것이 아닌지 의심합니다.그렇지 않고서야 0시에 예약시스템이 가동되는데, 새벽 5시 반이 넘도록 기다리고 있지는 않았겠죠.4. 예약 시스템이 자동으로 가동되지 않고, 관리하시는 분이 임의대로 예약 시스템을 열어보았다고 하더라도 상기 3)번과 같은 의심을 해봅니다.5. 공정하게 시민들이 사용하도록 만들어 놓은 인터넷 시스템을 몇몇 악의적인 방법으로 독차지 하고 있는 부류들을 꼭 찾아서 더이상 그런 방법으로 사용을 못하도록 막아주시기 바랍니다.6. 금호 풋살 뿐만이 아니라 서울시에서 운영되고 있는 축구나 기타 시설들도 같은 이유로 몇몇 팀들이 시설을 독차지 하고 있지는 않나 조금 관심을 갖고 확인을 해보시기 바랍니다.이상입니다."
건강/식품위생,서대문구 지역에서 유기견관련 봉사활동을 하고자 하는데 검색사이트에서검색을 해보아도 찾지를 못하여서 응답소에 올리게 되었습니다.검색을 하면 동물병원만 나올뿐 시설같은 곳은 나오지가 않더군요...서대문구 관할지역에서 유기견관련 하여 봉사활동이 가능한 시설이 어떤곳이있는지와 해당 시설명과 연락처를 요청드립니다.그럼 해당 담당자께서 확인하여 주시고 상세한 답변 주시면 감사하겠습니다.
환경/공원/상수도,"안녕하세요. 저는 서울 소재 대학교에 재학 중인 학생입니다. 제가 이 글을 쓰게 된 이유는 학교에서 공공에 관해 공부를 하는 도중 문득 한강 공원에 비치되어 있는 쓰레기통에 관해 궁금증이 생겨서입니다.한강 공원에 있는 쓰레기통은 초록색 그물망 형태로 되어 있습니다. 제 생각은 이 쓰레기통이 분리수거도 되지 않을 뿐더러 외관상 보기 좋지 않다고 생각합니다. 하지만 쓰레기통을 이렇게 만든 이유가 있을거라고 생각합니다. 그래서 그 이유를 알고 싶습니다. 왜 쓰레기통을 분리수거를 하지 않게 디자인 했는지, 왜 그물망 형태로 디자인했는지 알고 싶습니다. 또한 이 쓰레기통을 다른 형태로 바꿀 계획이 있는지도 알고 싶습니다.소중한 시간 내서 제 글을 읽어주셔서 감사합니다."
교통,표제의 교육과정이 검색해보니 2012년 이후 교육 시행 내용을 조회하지 못하였습니다. 금년도나 차기 년도에 시행 계획이 있는지 알고 싶습니다.감사합니다
교통,"서초역방배로간 도로공사 착공식(10.27일 예정) 축하드립니다.본 사업은 20년 이상 소요된 숙원사업으로 알고 있는데, 이와 관련한 문의와 제안을 드립니다.서초역은 2호선, 그리고 내방역은 5호선인데, 이 두개 노선을 지도상에서 보면, 각각 비정상적인 모양으로 꺽여져 있는 모습을 볼 수 있습니다. 그 이유는 당연히 장재터널 구간이 막혀져 있기 때문입니다. 서초역과 내방역간 직선거리는 약 1,500 미터, 그리고 5호선과 2호선 연결 가정시 가장 가까운 거리는 약 500 미터에 불과한 것으로 보입니다. 만일 이 지하철 구간을 연결한다면, 시민들의 교통편의, 이동시간 단축 등을 통한 엄청난 경제적 이득을 볼 수 있을 것으로 기대됩니다.그간 도로개설에 대한 무수한 논의를 하는 과정에서, 왜 지하철 연결 검토가 없었는지 의문인데, 혹시 제가 모르는 것이 있었는지요?물론 짧은 구간이라 하더라도, 지하철을 연결하는 것은 많은 예산이 소요될 뿐 아니라, 교통영향평가, 경제성 및 고도의 기술검토 등 많은 연구가 필요한 어마어마한 사업으로 알고 있습니다. 또한, 서울메트로, 서초구청, 건교부 등등 관련기관간의 복잡한 이해관계도 상상이 갑니다. 그러나, 장기적으로 볼 때, 분명 이 구간 연결은 반드시 필요할 것으로 보이고 최소한 이에 대한 연구는 필수적이라 생각합니다.터널 및 도로 착공과 함께 동시에 추진하는 것이 좋을 것으로 생각되지만, 현실적으로는 어려울 것 같은데, 장재터널 공사시에, 향후의 지하철 구간을 연결하는 경우에 대한 기술적 사항, 잇점이나 문제점 등을 감안하여 사업을 추진해야 할 것으로 보입니다.결론적으로 저는 서초역과 내방역을 잇는 지하철 노선 연결 사업 추진을 제안하는 것인데, 그간 이에 관한 검토가 있었는지, 그리고 본 제안에 대한 서울시의 의견을 밝혀주시면 감사하겠습니다"
환경/공원/상수도,"일주일 내내 대기오염이 심각합니다.그런 가운데, 아침 저녁으로 운전해서 출퇴근하다가 보면출시 10년 정도가 지난 경유차량(○○ ○○턴, ○○ ○○○스 등)들이시커먼 연기를 뿜어내는 사례를 자주 목도하고 있습니다.서울시에서 서울로 진입해서 운행하는 차량들에 대해 제대로 점검해 주시기 바랍니다.점검이 어렵다면, 적어도 남산 터널에 배기가스 감지기 같은 걸 달아서문제 있는 차량에 통지를 한다든지, 과태료를 징수한다든지 하는 방법을시행해서 관리했으면 좋겠습니다...서울 톨게이트나, 동서울 톨게이트에도 도로공사에 협조문 보내서 조치하면 좋겠구요..서울의 공기가 제주도 수준이 된다고 몇 년전에는 버스에 문구 걸고 다녔는데,요새 상황보면 무안하네요.."
건강/식품위생,"시장님, 공공시설 자판기 탄산음료 판매 금지라는 황당한 조치는 제발 시행하지 않으셨으면 좋겠습니다. 이거 효과도 불확실한 무리수입니다."
교통,5호선 아침 ○시○○분경에 군자역에서 승차합니다아침기온이 1215도이고 전철안의 승객들도 모두 두툼한 겉옷을 입곰있는데냉방을 켜고있네요난방을 냉방으로 잘못켜신것인지아니면 냉방예산이 남으니까 소진시키려고 켜고있는것인지 의아할 따름입니다8시경에 승객이 많아서 온도가 올라가면 그때 잠시만 켜도 될터인데 새벽부터 냉방을 켜는건 이해가 안갑니다이제는 꺼도 될것같습니다조치 기대합니다
환경/공원/상수도,"해마다 새 학기가 되면 학부모 울리는 교복가격에 대한 이슈와 가격 단합이라는...인상 찌푸리게 하는 뉴스를 종종 접하게 됩니다.제안 하건대 일년에 두번 동복과 하복 관계로 서울시 광장 앞에서 물려 받기 교복행사를 진행해 주셨으면 합니다.교복 다자인이나 학교 특성을 고려 한다면, 서울시 전체로 하기에는 광범위하다고 한다면 지자체에서라도 적극 활용 되는 사업을 제안합니다."
교통,바쁘신데 죄송합니다다름이 아니오라 2015년 후반기 교통지도단속원 모집 공고(시간선택제 임기제)가 아직 나오지않아 문의드립니다2015년 후반기 계획은 어찌 되는지요?또 언제 모집공고가 나오는지요?감사합니다
교통,@wonsoonpark시장님! 따릉이 첫 이용 조금 복잡해요~ 대전시는 스마트폰 없어도 문자인증으로 바로 타고 요금도 폰요금으로 합산 정말 간편했어요!시민 위한 좋은 정책들 감사하구요!! 시장님 파이팅^^!!
환경/공원/상수도,"합니다.중국의 산업화의 여파로 인한 미세먼지로 인한 건강의 피해를 보는건 우리나라 국민입니다.은행나무는 대기정화 능력, 강인한 생존력, 오염물질(아황산가스,이산화질소,미세먼지 등)흡수력으로 잘 알려있습니다.산림청은 2011년 은행나무 암수 감별법을 개발했고 수나무로 교체작업 중이라고 합니다.하지만 현 국정하에서 얼마나 수은행나무로 교체해가고 있는지는 미지수입니다.서울시만이라도 이 교체작업에 박차를 가했으면 합니다.거리에 짓눌려진 은행알 무더기들에 시각,후각적으로 고통스러운건 누구나 겪는 일입니다.숲사랑 운동본부 카페에 ""단풍이 만드는 식물성 오존""이라는 게시물을 보았는데 단풍색이 바뀔때 방출되는 화확물질에 vocs(volatic organic compounds),휘발성 유기혼합물이 지배적이라고 합니다.단풍은 낙엽이 떨어져 마를때까지 vocs를 생성하며, 태양자외선의 영향을 받아 눈 자극, 호흡기 질환을 유발하는 오존을 형성한다고 서술하고 있습니다.외국에서는 가로수 식목시 vocs를 참조하고 있다고 합니다.전문가들의 견해를 수렴해 가로수를 식재하는게 중요할것 같고무엇보다 미세먼지 흡수,제거에 효과적인 수은행나무의 점진적 식목에 진전이 있었으면 합니다.기형아 유발,암유발 등 치명적인 미세먼지의 대응법으로 수은행나무의 식재를 제안하며 중국의 미온적 태도에 방관하는게 아니라 우리나라 가로수 조성을 통해 방어적 위치에 있어야한다고 생각합니다."
기획/감사/교육/정보화/마을공동체,"서울시 동대문구는 동대문이 없는데도 동대문이라는 구명을 사용하나요?동대문이 있는 지역이 동대문구에서 떨어져 나간지도 오래되었는데지금 까지 동대문구라는 구명을 쓰는건 시민과, 구민, 국민들이 오해를 살수 있으며거의 대부분의 사람들이 동대문이 동대문구에 있는 거로 생각합니다그리고 구의 이미지 개선을 위해서구명을 서울 동구이렇게 바꾸면 합니다아니면 동대문이 있는 창신 숭인동을 동대문구에 재편입 시켜야 한다고 생각합니다서대문구도 마찬가지라고 생각합니다"
